CommentId,VideoId,Text,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism,text_length,word_count,clean_text,lemmatized_text
UggguNlx1Uu89HgCoAEC,04kJtp6pVXI,the guy on the right is so on point. don't judge on his speaking abilities but judge him on his messege! you racist fucks can suck my dick. and like always the media focusing on the thing that don't matter. CNN is shit.,True,True,False,False,True,False,False,False,False,False,False,False,219,43,the guy on the right is so on point dont judge on his speaking abilities but judge him on his messege you racist fucks can suck my dick and like always the media focusing on the thing that dont matter cnn is shit,guy right point not judge speak ability judge messege racist fuck suck dick like medium focus thing not matter cnn shit
UggHKcxZ-FvsJ3gCoAEC,04kJtp6pVXI,"moral of the story, don't reach for a cops gun because you're probably gunna get shot, white or black",False,False,False,False,False,False,False,False,False,False,False,False,101,19,moral of the story dont reach for a cops gun because youre probably gunna get shot white or black,moral story not reach cops gun probably gunna shoot white black
UggLbJp619j8BHgCoAEC,04kJtp6pVXI,Masri is about as close as you can get to ISIS in America.  ,True,True,False,False,False,False,False,False,False,False,False,False,60,13,masri is about as close as you can get to isis in america,masri close isis america
UggMY2Oggks5LngCoAEC,04kJtp6pVXI,We all know with the chimpers there is no compassion in their mud pumping hearts. ,True,False,False,False,False,True,True,False,False,False,False,False,82,15,we all know with the chimpers there is no compassion in their mud pumping hearts,know chimper compassion mud pump heart
UggNrFQh7L5JuXgCoAEC,04kJtp6pVXI,"""I can believe whatever I wanna believe, I don't care what any of them have to say.""
Bassem Masri, you are an idiot.",True,True,False,False,False,False,False,False,False,False,False,False,116,23,i can believe whatever i wanna believe i dont care what any of them have to say bassem masri you are an idiot,believe wanna believe not care bassem masri idiot
UggPT9Z38D5yt3gCoAEC,04kJtp6pVXI,Bassem Masri is a terrorist part of isis,True,False,False,False,False,True,False,False,False,False,True,False,40,8,bassem masri is a terrorist part of isis,bassem masri terrorist isis
UggRCZiMOIRLg3gCoAEC,04kJtp6pVXI,I would'nt waist my time trying to reason with this Police spitting Thug.  Trying to defend Criminal Brown is a losing matter.  The Grand Jury has made they're decision.   Live with it.,True,True,False,True,False,False,False,False,False,False,False,False,185,32,i wouldnt waist my time trying to reason with this police spitting thug trying to defend criminal brown is a losing matter the grand jury has made theyre decision live with it,not waist time try reason police spit thug try defend criminal brown losing matter grand jury decision live
UggSYiWItbnmgngCoAEC,04kJtp6pVXI,"I wish mr masri was dead,,",True,True,False,False,False,False,False,False,False,False,False,False,26,6,i wish mr masri was dead,wish mr masri dead
Uggt6lvUxwS-7XgCoAEC,04kJtp6pVXI,"Thus, with a collapse of the USA, only two possibilities can be considered, whereby, with the one, it boils down to a dictatorship with evil reprisals, while the other possibility may be a new reconstruction, if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start. But whether this will actually occur, is currently extremely questionable, because presently, in a totalitarian manner, everything is directed towards interests which are economic, military, political and cultural – as well as towards that which is strict fundamentalist religious-sectarian – and based on enormous lies and devious, misanthropic, criminal and felonious machinations in every imaginable regard. This also means that the population of the USA is spied upon by the secret services and even severely within the neighbourhoods, and so forth, and, in every possible manner being restricted in its freedom, and this is in addition to the violence, as it emerges in some form or other, both openly and covertly.﻿",False,False,False,False,False,False,False,False,False,False,False,False,1093,170,thus with a collapse of the usa only two possibilities can be considered whereby with the one it boils down to a dictatorship with evil reprisals while the other possibility may be a new reconstruction if people who are fundamentally conscious of their responsibilities attain government and really do everything to bring about an effective and valuable new start but whether this will actually occur is currently extremely questionable because presently in a totalitarian manner everything is directed towards interests which are economic military political and cultural as well as towards that which is strict fundamentalist religioussectarian and based on enormous lies and devious misanthropic criminal and felonious machinations in every imaginable regard this also means that the population of the usa is spied upon by the secret services and even severely within the neighbourhoods and so forth and in every possible manner being restricted in its freedom and this is in addition to the violence as it emerges in some form or other both openly and covertly,collapse usa possibility consider boil dictatorship evil reprisal possibility new reconstruction people fundamentally conscious responsibility attain government bring effective valuable new start actually occur currently extremely questionable presently totalitarian manner direct interest economic military political cultural strict fundamentalist religioussectarian base enormous lie devious misanthropic criminal felonious machination imaginable regard mean population usa spy secret service severely neighbourhood forth possible manner restrict freedom addition violence emerge form openly covertly
Uggte-vb2ZLTQ3gCoAEC,04kJtp6pVXI,"You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. ",True,True,False,False,True,False,False,False,False,False,False,False,539,94,you actually can shout fire in a crowded theater christopher hitchens demonstrated this in his talk about free speech look it up the interviewee is correct cops serve the public not the other way around and it is consistent with serving that public that the police department represent that publics race and ethnicity in its ranks hire a bunch of big tough black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager,actually shout fire crowded theater christopher hitchen demonstrate talk free speech look interviewee correct cop serve public way consistent serve public police department represent public race ethnicity rank hire bunch big tough black guy police department few black shoot death puny white guy felt humiliate get bitch slap teenager
UggtH27r-TTcZHgCoAEC,04kJtp6pVXI,"I think ,he kill him",True,True,False,False,False,False,False,False,False,False,False,False,20,5,i think he kill him,think kill
UggtknH4gMWWfXgCoAEC,04kJtp6pVXI,LEGALIZE MARIJUANA! Then problems will stop,False,False,False,False,False,False,False,False,False,False,False,False,43,6,legalize marijuana then problems will stop,legalize marijuana problem stop
Ugg-ucO02B7XO3gCoAEC,04kJtp6pVXI,1 word: Provocateur........,False,False,False,False,False,False,False,False,False,False,False,False,27,3,word provocateur,word provocateur
UgguFITdgu455HgCoAEC,04kJtp6pVXI,Lol. This is what happens when the greedy rich slime keep the masses uneducated & ignorant. Now deal with the stupid that you created. Trying to reason with the irrational is an exercise in futility. Get the popcorn ready bc it's about to boil over. If you fall for the talk you will fall just walking. ,True,True,False,False,False,False,False,False,False,False,False,False,303,56,lol this is what happens when the greedy rich slime keep the masses uneducated ignorant now deal with the stupid that you created trying to reason with the irrational is an exercise in futility get the popcorn ready bc its about to boil over if you fall for the talk you will fall just walking,lol happen greedy rich slime mass uneducated ignorant deal stupid create try reason irrational exercise futility popcorn ready bc boil fall talk fall walk
UggwBWh5il3cfXgCoAEC,04kJtp6pVXI,"The legal system is inherently racist, same as this CNN reporter",True,True,False,False,False,False,False,False,False,False,False,False,64,11,the legal system is inherently racist same as this cnn reporter,legal system inherently racist cnn reporter
UggWg1MBoBR7x3gCoAEC,04kJtp6pVXI,He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...,True,False,False,False,False,True,False,False,False,False,True,False,182,39,he looks ready to cut heads off he must be a isis sympathizer and im going to say maybe care about the issue at hand and other just want to go loot stores and fuck shit up,look ready cut head isis sympathizer m go maybe care issue hand want loot store fuck shit
UggxCL2J1VOhLHgCoAEC,04kJtp6pVXI,"lol, ""shoot to apprehend"". He is an idiot.",True,True,False,False,False,False,False,False,False,False,False,False,42,8,lol shoot to apprehend he is an idiot,lol shoot apprehend idiot
UggY2U73L3toO3gCoAEC,04kJtp6pVXI,"This case has overshadowed the cops that murdered a kid with a fake sword in Saratoga Springs, Utah. I am just as much outraged by the Mike brown case. The murder that happened in Utah was just about the same deal. Cops are provided with non lethal weapons. The shooting in Utah unwarranted because he ran, don't know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then. He ran and was shot 6 times in the back. We know a large group of cops are corrupt and these murderers are nothing new. Though I have ran from the police many times when I was in my teens, cops just pursue and find him hiding some where. Not just put 6 bullets in the back ending a life. They said in some paper, Saratoga Springs has about 5% of black population.. I have been through there and I would say they were off by about 5%. ",False,False,False,False,False,False,False,False,False,False,False,False,887,171,this case has overshadowed the cops that murdered a kid with a fake sword in saratoga springs utah i am just as much outraged by the mike brown case the murder that happened in utah was just about the same deal cops are provided with non lethal weapons the shooting in utah unwarranted because he ran dont know why he ran but if you lunged at the police with the fake sword you should have taken that opportunity for immediate action right then he ran and was shot times in the back we know a large group of cops are corrupt and these murderers are nothing new though i have ran from the police many times when i was in my teens cops just pursue and find him hiding some where not just put bullets in the back ending a life they said in some paper saratoga springs has about of black population i have been through there and i would say they were off by about,case overshadow cop murder kid fake sword saratoga springs utah outraged mike brown case murder happen utah deal cop provide non lethal weapon shooting utah unwarranted run not know run lunge police fake sword take opportunity immediate action right run shoot time know large group cop corrupt murderer new run police time teen cop pursue find hide bullet end life say paper saratoga spring black population
Uggy6MHKQWnfo3gCoAEC,04kJtp6pVXI,This man is a zionist jew look at ypu can see the jewnesss in his face  cnn only employ zionist sympathisers and neo-con racists and wolf blitzer is the emplpyeee ,True,False,False,False,False,True,True,False,False,False,False,False,163,30,this man is a zionist jew look at ypu can see the jewnesss in his face cnn only employ zionist sympathisers and neocon racists and wolf blitzer is the emplpyeee,man zionist jew look ypu jewnesss face cnn employ zionist sympathiser neocon racist wolf blitzer emplpyeee
UggyCKjvUlfBYHgCoAEC,04kJtp6pVXI,"""There is blood on the street but you are worried about words"" .... we are ALL getting very tired with the way mainstream media is treating us like idiots who will follow their condescending, irrelevant, distracting, disparaging narrative... Step up CNN",False,False,False,False,False,False,False,False,False,False,False,False,253,41,there is blood on the street but you are worried about words we are all getting very tired with the way mainstream media is treating us like idiots who will follow their condescending irrelevant distracting disparaging narrative step up cnn,blood street worried word get tired way mainstream media treat like idiot follow condescend irrelevant distracting disparage narrative step cnn
UggYHsvinXkgM3gCoAEC,04kJtp6pVXI,"stop being criminals and you wont get shot, that simple",True,True,False,True,False,False,False,False,False,False,False,False,55,10,stop being criminals and you wont get shot that simple,stop criminal will not shoot simple
UggyJcZ89cWxUngCoAEC,04kJtp6pVXI,I LIKE TURTLES!,False,False,False,False,False,False,False,False,False,False,False,False,15,3,i like turtles,like turtle
Ugh0tf8ZI_s6z3gCoAEC,04kJtp6pVXI,Massri needs an education.,True,True,False,False,False,False,False,False,False,False,False,False,26,4,massri needs an education,massri need education
Ugh1YgMkYS1iingCoAEC,04kJtp6pVXI,CNN mother fuckers....fuck you peace of shit!,True,True,False,False,True,False,False,False,False,False,False,False,45,7,cnn mother fuckersfuck you peace of shit,cnn mother fuckersfuck peace shit
Ugh4DQdAIl3qUXgCoAEC,04kJtp6pVXI,"Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..",True,True,False,True,True,True,True,False,False,False,False,False,96,19,hers my statement i think ali sheep butt fucker masri should take an ak and go fight in syria,statement think ali sheep butt fucker masri ak fight syria
Ugh6foWeFvORtXgCoAEC,04kJtp6pVXI,Hahahahaha.  This guy is Ed Bassmaster's character ALWAYS TESTE. Ed Bassmaster has a semi-retarded character who is cross-eyed just like this guy,True,True,False,False,False,False,False,False,False,False,False,False,145,22,hahahahaha this guy is ed bassmasters character always teste ed bassmaster has a semiretarded character who is crosseyed just like this guy,hahahahaha guy ed bassmaster character teste ed bassmaster semiretarde character crosseye like guy
Ugh8Z3_R5r7iungCoAEC,04kJtp6pVXI,How do these childish cops sleep at night ?,False,False,False,False,False,False,False,False,False,False,False,False,43,9,how do these childish cops sleep at night,childish cop sleep night
UghANuDr-RLrqXgCoAEC,04kJtp6pVXI,A completely idiot having his minutrs of fame,True,True,False,False,False,False,False,False,False,False,False,False,45,8,a completely idiot having his minutrs of fame,completely idiot have minutrs fame
UghBkatZ4WY1uXgCoAEC,04kJtp6pVXI,I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you,True,True,False,False,False,False,False,False,False,False,False,False,120,24,i hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that theyre giving you,hope god guy fall ol banana tailpipe bullshit news give
UghBYihvgoUqcHgCoAEC,04kJtp6pVXI,CNN is such Bullcrap!,True,True,False,False,False,False,False,False,False,False,False,False,21,4,cnn is such bullcrap,cnn bullcrap
UghcKD-yV_JR5XgCoAEC,04kJtp6pVXI,"Alright. This entire case is crap. All of these people who are saying that white people are being racist, and calling them bad names is just as ""racist"", as you would like to call it, as us. There have been extensive investigations that prove that this boy's death was out of self defense. However, I am not defending the whole KKK thing. But, I am defending the helpless citizens of Ferguson. This boy died. I don't care if he was white or black. What I do care about is how the people in Ferguson are treating their town. If they really cared about this incident, they would hold memorials to express their feelings.This is not helping themselves get justice. What really matters is that this boy is dead. Something HAS been done about it. The Grand Jury has decided. Can it just be over?",False,False,False,False,False,False,False,False,False,False,False,False,790,144,alright this entire case is crap all of these people who are saying that white people are being racist and calling them bad names is just as racist as you would like to call it as us there have been extensive investigations that prove that this boys death was out of self defense however i am not defending the whole kkk thing but i am defending the helpless citizens of ferguson this boy died i dont care if he was white or black what i do care about is how the people in ferguson are treating their town if they really cared about this incident they would hold memorials to express their feelingsthis is not helping themselves get justice what really matters is that this boy is dead something has been done about it the grand jury has decided can it just be over,alright entire case crap people say white people racist call bad name racist like extensive investigation prove boy death self defense defend kkk thing defend helpless citizen ferguson boy die not care white black care people ferguson treat town care incident hold memorial express feelingsthis help justice matter boy dead grand jury decide
UghcMPVXe6XJengCoAEC,04kJtp6pVXI,This guy doesn't know what happened he didn't have his hands up,False,False,False,False,False,False,False,False,False,False,False,False,63,12,this guy doesnt know what happened he didnt have his hands up,guy not know happen not hand
UghCqsUPSUHkF3gCoAEC,04kJtp6pVXI,Ayy CNN are lookin like pussies ,True,True,False,False,True,False,False,False,False,False,False,False,32,6,ayy cnn are lookin like pussies,ayy cnn lookin like pussy
UghEcCSj9amFtXgCoAEC,04kJtp6pVXI,Smirconnish is the most even-handed guy in the world.  This guy Masri is an idiot.,True,True,False,False,False,False,False,False,False,False,False,False,82,15,smirconnish is the most evenhanded guy in the world this guy masri is an idiot,smirconnish evenhanded guy world guy masri idiot
UgheEXayk90xIngCoAEC,04kJtp6pVXI,"Masri is a total idiot ""I don't have to know the evidence, I can just come to my own conclusions instead""
Here is a clue, dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh.
So what would Masri do, take Brown out for a icecream as he is beating him into the ground and not defend himself?
BTW, Browns momma and gramma violently assaulted some people who were selling T-shirts in memory of Brown and put two people in the hospital, stole their money and trashed their shop and will probably be charged for it, so we all know what sort of mentality Brown was raised in and he was a thug wanna be, who caused his own death.",True,True,False,False,False,True,True,False,False,False,False,False,694,138,masri is a total idiot i dont have to know the evidence i can just come to my own conclusions instead here is a clue dont attack a cop and try to take his gun and then rush him after he finally gets out of his car and you wont get shot duhhh so what would masri do take brown out for a icecream as he is beating him into the ground and not defend himself btw browns momma and gramma violently assaulted some people who were selling tshirts in memory of brown and put two people in the hospital stole their money and trashed their shop and will probably be charged for it so we all know what sort of mentality brown was raised in and he was a thug wanna be who caused his own death,masri total idiot not know evidence come conclusion instead clue not attack cop try gun rush finally get car will not shoot duhhh masri brown icecream beat ground defend btw brown momma gramma violently assault people sell tshirt memory brown people hospital steal money trash shop probably charge know sort mentality brown raise thug wanna cause death
UghHgshwzX7053gCoAEC,04kJtp6pVXI,He had to take a break because Bassem was making too much sense for him to debate further. ,False,False,False,False,False,False,False,False,False,False,False,False,91,18,he had to take a break because bassem was making too much sense for him to debate further,break bassem make sense debate
UghIBNvkzZh-xHgCoAEC,04kJtp6pVXI,"Let's reverse the rolls! Black racist cops in rich white communities.(but you can't prove there racist) When a white man gets pissed off at this intolerable condition. We unload several clips of high caliber ammo at point blank range for his audacity at questioning authority. All Americans need to be on full alert of this elitist agenda to set presidents of questioning authority. The elitist upper-class is the problem. Prison culture CIA drug Cartels. Exporting jobs and importing cheap labor, While the elitist get bailed out and support this corrupt system. We can turn this around when we c get past the race issue the Govt. incites to divide the working class, but you can hardly call it a working class because the Govt put everyone out of work. We are more of a homeless class. Let us not for get Western history and the role big money plays in this clusterfuck designed to destroy a Nation that is Destroyed at this point. We can get it back, ask me how.",True,False,False,False,False,True,True,False,False,False,False,False,965,171,lets reverse the rolls black racist cops in rich white communitiesbut you cant prove there racist when a white man gets pissed off at this intolerable condition we unload several clips of high caliber ammo at point blank range for his audacity at questioning authority all americans need to be on full alert of this elitist agenda to set presidents of questioning authority the elitist upperclass is the problem prison culture cia drug cartels exporting jobs and importing cheap labor while the elitist get bailed out and support this corrupt system we can turn this around when we c get past the race issue the govt incites to divide the working class but you can hardly call it a working class because the govt put everyone out of work we are more of a homeless class let us not for get western history and the role big money plays in this clusterfuck designed to destroy a nation that is destroyed at this point we can get it back ask me how,let reverse roll black racist cop rich white communitiesbut not prove racist white man get piss intolerable condition unload clip high caliber ammo point blank range audacity question authority americans need alert elitist agenda set president question authority elitist upperclass problem prison culture cia drug cartel export job import cheap labor elitist bail support corrupt system turn c past race issue govt incite divide work class hardly work class govt work homeless class let western history role big money play clusterfuck design destroy nation destroy point ask
UghICkPqoL9jJ3gCoAEC,04kJtp6pVXI,This moron is talking about being peaceful?  Their burning the nation's flag idiot.  Even though that's what you are suppose to do when it's old so they have no knowledge.  They are babies making noise. ,True,True,False,False,False,False,False,False,False,False,False,False,203,35,this moron is talking about being peaceful their burning the nations flag idiot even though thats what you are suppose to do when its old so they have no knowledge they are babies making noise,moron talk peaceful burn nation flag idiot s suppose old knowledge baby make noise
UghKXFnZ33ZOSXgCoAEC,04kJtp6pVXI," This is a CIA agent provocateur operative to kick-start the riots of the New American Civil War. He's not African American but his rehearsed ""Ebonics"" is transparent.",False,False,False,False,False,False,False,False,False,False,False,False,167,27,this is a cia agent provocateur operative to kickstart the riots of the new american civil war hes not african american but his rehearsed ebonics is transparent,cia agent provocateur operative kickstart riot new american civil war s african american rehearsed ebonic transparent
UghlkAzZr3_fI3gCoAEC,04kJtp6pVXI,Can someone shoot this black idiot too? That would make me giggle inside :),True,True,False,True,False,True,True,False,False,False,False,False,75,14,can someone shoot this black idiot too that would make me giggle inside,shoot black idiot giggle inside
Ughm_dpizWFohHgCoAEC,04kJtp6pVXI,You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! ,True,True,False,True,True,False,False,False,False,False,False,False,334,65,you people are sick this man is speaking the truth and yall are just mad trying to justify why a young boy who did nothing was shot and killed smh yall are the devil and a disease to this earth ill be glad when the sun burns all your asses into extinction and we can have our planet back half animal half devil cave beasts,people sick man speak truth you mad try justify young boy shoot kill smh you devil disease earth ill glad sun burn ass extinction planet half animal half devil cave beast
UghmRzgOUqMozXgCoAEC,04kJtp6pVXI,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,True,True,True,True,False,True,False,False,False,False,True,False,128,28,the world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,world change m mad police d dam isis go to come s time kill fauck
Ughn17bxW7f5QXgCoAEC,04kJtp6pVXI,"CNN is propaganda for the most part, and people let them hear it in Ferguson too.",False,False,False,False,False,False,False,False,False,False,False,False,81,16,cnn is propaganda for the most part and people let them hear it in ferguson too,cnn propaganda people let hear ferguson
Ughnjn7WwwIgbHgCoAEC,04kJtp6pVXI,"What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.",True,True,False,False,False,False,False,False,False,False,False,False,150,28,what a waste of time talking to that idiot you know what im sayin ill believe what i want to believe yup hell with facts or evidence loser,waste time talk idiot know m sayin ill believe want believe yup hell fact evidence loser
UghnzyBgv-jQ9ngCoAEC,04kJtp6pVXI,"News fucktards...........puppet players,,,,,all they are paid liars ",True,True,False,False,False,False,False,False,False,False,False,False,68,7,news fucktardspuppet playersall they are paid liars,news fucktardspuppet playersall pay liar
UghofW5VYVB8n3gCoAEC,04kJtp6pVXI,Bassem has the right to express himself....we have freedom of expression.....We all have that right....Its an amendment of the Constitution.....I dont think CNN is that competent after all.,False,False,False,False,False,False,False,False,False,False,False,False,189,28,bassem has the right to express himselfwe have freedom of expressionwe all have that rightits an amendment of the constitutioni dont think cnn is that competent after all,bassem right express himselfwe freedom expressionwe rightit amendment constitutioni not think cnn competent
UgholOxRzEdkW3gCoAEC,04kJtp6pVXI,"does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.",True,True,False,False,False,False,False,False,False,False,False,False,96,19,does this guy riot before or after work orrrr let me guess he fucks off all day doing nothing,guy riot work orrrr let guess fuck day
UghOm2iqM9-AYngCoAEC,04kJtp6pVXI,Mr. Masri is 100% right couldn't say it any better myself.,False,False,False,False,False,False,False,False,False,False,False,False,58,11,mr masri is right couldnt say it any better myself,mr masri right not well
UghOrBUXagc6J3gCoAEC,04kJtp6pVXI,Can anyone tell me why it is racist if a white man shoots a black man? Is it not racist when black man shoots a white man? Why do these cases turn instantly into racist ones it makes no sense.,False,False,False,False,False,False,False,False,False,False,False,False,192,40,can anyone tell me why it is racist if a white man shoots a black man is it not racist when black man shoots a white man why do these cases turn instantly into racist ones it makes no sense,tell racist white man shoot black man racist black man shoot white man case turn instantly racist one make sense
